,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
1384,148356551,1,14745024,47.7,33.1,12.5,9.420573232355018,46.0,1,1,0,0,2,12.0,1
1385,148356553,1,14257458,45.9,28.6,12.5,9.420573232355018,46.0,1,1,0,0,5,12.0,1
1386,148356555,1,14988922,48.1,33.5,12.5,9.420573232355018,46.0,1,1,0,0,7,12.0,1
1387,148359453,3,9500000,72.0,52.0,9.0,11.342573739433371,12.0,1,1,0,1,5,5.0,0
1388,148363158,3,11800000,78.8,51.0,8.4,13.937248301117345,18.0,1,1,1,0,2,5.0,0
1389,148363193,1,5250000,32.0,18.4,5.7,8.244907980408174,12.0,1,1,1,1,5,5.0,0
1390,148368690,2,5600000,40.2,25.0,5.2,9.305258951517592,10.0,0,1,0,0,1,5.0,0
1391,148368802,1,6800000,40.0,19.0,8.0,10.597628153020208,12.0,1,0,1,0,13,17.0,0
1392,148369591,3,12450000,81.0,54.0,7.5,7.897732834679374,6.0,1,1,0,1,12,12.0,0
1393,148371244,1,3600000,19.0,11.0,3.0,9.524163610968488,5.0,1,1,1,0,1,5.0,0
1394,148372314,2,22000000,70.0,30.0,20.0,11.197884589502754,10.0,1,1,0,1,2,17.0,0
1395,148380714,3,14200000,85.0,54.0,10.0,14.324832138436777,15.0,1,0,1,1,6,17.0,0
1396,148380827,2,6500000,43.0,28.0,6.0,9.479217388747978,16.0,1,1,1,1,5,8.0,0
1397,148381033,1,6300000,40.0,25.0,15.0,8.45743455207922,6.0,1,1,0,1,3,10.0,0
1398,148386309,2,6500000,47.0,28.0,6.0,14.325712269527202,15.0,1,0,1,0,2,9.0,0
1399,148388415,1,14202000,44.8,,,9.114640427759504,20.0,0,1,0,1,13,17.0,1
1400,148388418,3,25827000,84.1,,10.0,9.114640427759504,20.0,0,1,0,1,12,13.0,1
1401,148388420,2,20340000,70.4,,10.0,9.114640427759504,20.0,0,1,0,0,4,17.0,1
1402,148398543,3,8500000,66.5,45.9,5.8,14.161846683812094,20.0,1,0,1,1,1,9.0,0
1403,148398753,2,11800000,52.0,34.0,6.2,8.20630927990663,10.0,1,1,1,1,12,12.0,0
1404,148399664,2,7500000,40.0,30.0,6.0,12.722716383565487,7.0,1,0,1,1,5,12.0,0
1405,148400118,1,4500000,33.5,20.0,7.5,13.86546352481546,15.0,1,0,1,0,5,9.0,0
1406,148405743,2,7700000,53.0,32.0,8.0,10.558553159765529,11.0,1,0,1,0,15,16.0,0
1407,148406134,2,18000000,68.0,39.0,13.0,9.93705880718701,6.0,1,1,1,1,22,30.0,0
1408,148406537,2,10200000,52.7,28.0,9.0,16.715096920542347,7.0,1,0,0,1,14,14.0,0
1409,148406855,3,7600000,57.4,38.5,6.0,14.377720699707611,20.0,1,0,1,1,3,9.0,0
1410,148406858,2,6000000,44.0,28.0,6.0,9.599837444596233,15.0,1,1,0,1,3,5.0,0
1411,148411663,1,4290000,26.1,14.0,7.0,13.846266383518897,7.0,1,0,0,0,8,9.0,0
1412,148414901,2,7699000,46.3,28.7,6.0,9.182526537350492,10.0,1,0,1,1,4,12.0,0
1413,148418723,1,4700000,32.0,20.0,6.0,8.014014549999509,20.0,1,0,0,0,1,5.0,0
1414,148423909,2,13500000,73.0,46.0,9.0,7.735389025005125,24.0,1,1,1,1,5,8.0,0
1415,148424735,2,6200000,44.1,28.0,6.0,13.925887676672374,15.0,1,0,1,0,5,9.0,0
1416,148425546,1,9000000,30.0,20.0,5.2,12.828506357238012,1.0,1,1,1,0,1,9.0,0
1417,148426670,3,7500000,62.8,46.4,6.0,14.095025760638261,5.0,0,0,1,1,9,9.0,0
1418,148431012,2,12500000,55.0,32.0,10.0,8.146049139783262,18.0,1,1,0,1,9,16.0,0
1419,148431962,3,13700000,70.0,40.0,,8.01337049254766,11.0,1,1,1,1,1,14.0,0
1420,148432759,3,10200000,56.0,39.0,7.0,11.636129181750823,23.0,1,0,1,1,3,9.0,0
1421,148433030,2,5900000,44.4,28.8,5.9,12.871540569496032,12.0,1,0,1,1,7,14.0,0
1422,148436594,2,11300000,61.0,31.0,9.0,8.728075005458559,5.0,0,1,0,1,5,25.0,0
1423,148440143,2,5500000,43.1,27.0,6.0,12.43866693287915,12.0,1,0,0,1,5,5.0,0
1424,148444782,2,24360000,73.0,73.0,,9.384756562585268,,0,1,0,0,26,32.0,0
1425,148445808,2,6600000,44.0,27.0,6.0,13.993522549185546,22.0,1,0,0,1,7,9.0,0
1426,148448578,3,31000000,120.7,65.0,15.0,11.137223989714991,10.0,1,1,0,1,6,18.0,0
1427,148449111,2,5250000,31.0,21.0,4.0,7.746649389539752,15.0,1,1,0,1,5,5.0,0
1428,148450260,1,13600000,52.0,40.0,10.0,9.114640427759504,10.0,0,1,0,1,10,19.0,1
1429,148456298,2,5850000,38.1,21.5,7.1,8.438450285593765,15.0,1,0,1,0,2,12.0,0
1430,148459690,3,8700000,62.6,46.2,6.0,11.318429908609511,7.0,1,0,1,0,1,5.0,0
1431,148459911,3,9000000,58.9,43.9,6.1,14.244295547395502,30.0,1,0,1,1,7,9.0,0
1432,148460539,3,33000000,116.0,74.0,25.0,11.752932423425849,26.0,1,1,1,0,5,9.0,0
1433,148461129,2,6450000,46.0,28.0,6.0,14.09697574863023,10.0,1,0,1,1,6,9.0,0
1434,148467590,2,6900000,47.7,31.6,9.1,8.472956025007658,15.0,1,0,0,1,5,12.0,0
1435,148468193,2,14000000,59.0,30.0,15.0,6.8506435941646,14.0,1,1,0,1,5,5.0,0
1436,148470308,3,31000000,120.7,65.0,,11.137223989714991,12.0,1,1,0,1,6,18.0,0
1437,148479248,3,9500000,73.4,34.0,10.3,16.366596631936094,12.0,1,0,1,1,5,16.0,0
1438,148479795,2,7900000,52.0,31.0,9.0,16.82067732368101,5.0,1,0,1,1,12,14.0,0
1439,148481196,2,7850000,54.0,32.0,9.0,15.601351375281153,18.0,1,0,1,0,9,17.0,0
1440,148481652,2,8000000,54.0,30.0,8.7,15.420744583768137,15.0,0,0,1,1,8,14.0,0
1441,148505701,3,10600000,62.0,39.0,8.0,14.554955460445596,5.0,0,0,1,1,11,12.0,0
1442,148505706,3,6700000,53.3,34.2,6.2,15.745633383913187,,0,0,0,1,5,9.0,0
1443,148508343,1,5550000,38.0,19.0,8.0,17.566541885118067,,0,0,0,1,3,17.0,0
1444,148510967,2,6700000,40.0,25.8,5.4,10.387861108057601,11.0,1,1,1,0,1,5.0,0
1445,148514138,4,8200000,62.8,45.6,6.0,14.048998196732185,5.0,0,0,1,1,5,9.0,0
1446,148516107,2,6150000,48.0,30.0,6.0,14.374042105193121,,0,0,0,1,4,9.0,0
1447,148516899,2,6950000,42.0,28.0,7.0,13.916284099175176,10.0,1,1,0,0,1,9.0,0
1448,148518352,1,5300000,35.0,20.0,9.0,12.280312400133218,10.0,1,1,0,1,4,5.0,0
1449,148519130,3,41500000,114.0,76.0,27.0,11.896138943561597,9.0,1,1,0,0,22,35.0,0
1450,148532285,3,8800000,54.0,35.3,6.2,11.76520168444798,7.0,1,0,0,0,6,16.0,0
1451,148532440,1,4800000,33.0,18.0,8.0,14.461321332809716,13.0,1,0,1,1,11,12.0,0
1452,148532713,2,6000000,45.0,31.0,7.0,13.831324814826708,5.0,1,0,0,1,3,5.0,0
1453,148533936,2,6800000,42.0,29.0,6.0,9.909934334715867,6.0,1,0,1,1,4,5.0,0
1454,148534622,2,11700000,51.0,25.1,8.9,6.8344806065929795,15.0,1,1,1,1,5,9.0,0
1455,148535994,2,7600000,60.0,36.0,9.0,15.892627765937775,22.0,1,0,1,1,3,17.0,0
1456,148536140,1,5000000,33.0,19.0,7.0,12.555273356631426,7.0,1,1,1,0,1,5.0,0
1457,148536386,1,5200000,33.4,20.0,5.5,13.559294843631957,20.0,1,0,0,1,8,9.0,0
1458,148549054,1,5800000,34.3,15.0,11.0,15.036611319643635,15.0,1,0,1,1,7,12.0,0
1459,148549586,1,4950000,34.0,19.0,7.0,14.244295547395502,30.0,1,0,1,1,9,9.0,0
1460,148550549,4,13200000,92.0,62.6,11.0,18.40737204338983,,0,0,1,1,6,12.0,0
1461,148551482,2,5700000,45.0,30.0,,12.51563968142494,,0,1,1,1,5,5.0,0
1462,148551695,2,6700000,46.7,30.0,6.0,15.64170143241211,10.0,0,0,0,1,1,9.0,0
1463,148560280,1,6300000,38.0,21.0,9.0,18.270449662816922,,0,0,1,1,4,12.0,0
1464,148560284,3,13000000,75.7,43.5,8.7,13.253020395369534,11.0,1,0,1,1,10,17.0,0
1465,148567250,2,4500000,39.0,26.0,6.0,14.199617862659466,21.0,1,1,0,0,7,9.0,0
1466,148567373,1,4700000,36.6,19.0,8.0,14.421464181667748,16.0,1,0,0,0,1,17.0,0
1467,148567704,3,12200000,90.0,52.7,14.0,15.222323149036905,15.0,1,0,1,1,6,7.0,0
1468,148568919,2,9400000,52.0,30.4,8.6,12.981404283240947,5.0,1,0,1,1,5,14.0,0
1469,148569239,1,6400000,35.2,19.3,8.0,6.099477388313076,8.0,1,0,1,1,11,12.0,0
1470,148572550,2,5650000,46.0,29.0,5.5,14.864108608489001,10.0,1,0,1,1,5,5.0,0
1471,148573021,3,6990000,59.0,41.6,6.0,9.235506789033357,25.0,1,0,0,0,1,5.0,0
1472,148575313,4,13500000,98.0,64.0,11.0,15.316357869975988,5.0,0,0,1,1,4,7.0,0
1473,148575975,1,7000000,52.5,23.0,11.0,17.89791453339765,7.0,0,0,1,1,15,17.0,0
1474,148580737,3,11500000,83.0,47.0,13.0,17.942750198512584,,0,0,0,1,3,12.0,0
1475,148585835,1,4950000,33.0,17.7,7.0,14.93195312928081,15.0,1,0,1,0,7,9.0,0
1476,148586094,1,4950000,33.0,17.7,7.0,14.93195312928081,15.0,1,0,1,0,7,9.0,0
1477,148593141,3,11290000,82.6,44.0,10.0,15.449374565155928,20.0,1,0,1,1,10,17.0,0
1478,148594688,2,7500000,52.0,32.0,10.0,18.51340942035771,15.0,0,0,0,1,8,11.0,0
1479,148606608,3,11800000,75.0,45.2,11.0,18.407990517592317,,0,0,0,1,11,14.0,0
1480,148612013,2,6400000,45.0,29.0,6.0,8.973878348128668,5.0,1,1,1,0,1,9.0,0
1481,148617771,1,14800000,69.0,25.0,14.0,8.633163604927846,15.0,1,1,0,1,23,29.0,0
1482,148618043,3,24600000,82.0,53.0,10.0,6.290864082824051,5.0,1,1,1,1,6,8.0,0
1483,148618647,1,7800000,58.0,48.0,10.0,8.45743455207922,6.0,1,1,0,1,2,10.0,0
1484,148619982,4,75963360,167.0,147.0,,5.830753737260722,2.0,1,1,0,0,10,24.0,0
1485,148622144,3,9800000,58.0,41.7,5.6,9.110890348412257,15.0,1,1,0,1,5,9.0,0
1486,148622876,2,6800000,48.0,33.0,7.0,14.377720699707611,21.0,1,0,0,1,9,9.0,0
1487,148625455,2,21330000,79.0,41.0,11.0,8.287701392859296,3.0,1,1,1,1,11,13.0,0
1488,148629796,2,8900000,56.0,35.0,8.0,12.54348792833159,4.0,1,1,1,0,1,5.0,0
1489,148631028,2,15990000,82.2,46.2,10.9,8.466241294760906,9.0,1,1,0,1,6,10.0,0
1490,148631114,2,11690000,55.9,33.1,9.8,7.897732834679374,5.0,1,1,0,0,4,12.0,0
1491,148632006,1,4900000,32.4,18.7,6.0,13.86335999842223,20.0,1,0,0,0,6,9.0,0
1492,148632436,3,13950000,94.0,62.0,10.0,11.281606432697348,7.0,1,1,1,1,5,5.0,0
1493,148633503,1,6500000,38.0,19.0,8.0,19.09680144836525,15.0,0,0,0,1,12,14.0,0
1494,148638508,1,8000000,35.0,21.0,9.0,6.099477388313076,8.0,1,0,0,0,9,12.0,0
1495,148639519,1,5300000,31.0,19.0,6.0,8.834710110519044,,0,0,1,0,1,5.0,0
1496,148639892,2,9200000,44.0,29.0,6.0,7.189760038670484,15.0,1,1,1,1,3,5.0,0
1497,148640250,3,11400000,57.0,46.0,5.5,8.766151176821518,10.0,0,1,0,1,5,9.0,0
1498,148646744,1,3950000,27.0,19.0,4.5,11.97574960181242,15.0,1,1,0,0,5,5.0,0
1499,148652640,2,8700000,50.0,32.0,7.0,6.957609124098786,5.0,1,1,0,1,3,5.0,0
1500,148652643,4,11600000,72.0,60.0,7.0,11.178356741457627,5.0,1,0,1,0,4,16.0,0
1501,148652881,2,11900000,62.0,33.0,10.0,8.728075005458559,15.0,1,1,0,1,12,25.0,0
1502,148652898,3,7200000,55.0,38.0,6.0,9.200049604347322,15.0,1,0,1,1,4,5.0,0
1503,148652900,1,5450000,31.0,18.0,6.0,14.12547715773788,15.0,1,0,0,1,5,5.0,0
1504,148652957,3,10500000,64.0,43.0,9.0,12.107435216231307,15.0,1,0,1,0,1,12.0,0
1505,148653025,2,8500000,57.0,32.0,7.0,10.346635151413642,2.0,1,1,1,0,4,5.0,0
1506,148653053,2,11600000,58.0,34.0,19.0,12.117347516436938,10.0,1,1,1,1,3,5.0,0
1507,148653074,2,7100000,45.0,29.0,6.0,12.112957155883338,10.0,1,1,1,0,2,5.0,0
1508,148653090,2,6200000,46.0,29.0,6.0,11.636129181750823,20.0,1,0,0,0,5,9.0,0
1509,148653108,3,7500000,58.0,38.0,6.0,15.758543619198994,15.0,1,0,1,1,6,9.0,0
1510,148653110,3,7900000,61.0,39.0,8.0,15.983553334077367,10.0,0,0,1,1,3,9.0,0
1511,148653148,1,5600000,35.0,20.0,10.0,14.581630115377404,5.0,0,0,1,1,9,12.0,0
1512,148653153,3,14990000,72.0,42.0,10.0,9.320555548538985,10.0,1,1,1,1,2,9.0,0
1513,148653452,3,7150000,60.0,44.0,6.0,14.31233036428024,10.0,1,0,1,1,3,9.0,0
1514,148653529,4,14200000,103.0,72.0,9.0,7.761364952898115,15.0,1,1,0,0,2,8.0,0
1515,148656779,2,6990000,45.0,30.0,6.0,14.12478605441734,5.0,0,0,0,0,2,9.0,0
1516,148660515,1,5400000,39.0,17.0,,9.58144682630853,12.0,1,1,1,0,1,9.0,0
1517,148660529,2,8500000,53.8,28.4,9.5,7.641534224252326,5.0,0,1,0,1,6,6.0,0
1518,148664184,2,8500000,54.0,32.0,9.0,15.881619789625233,4.0,1,0,1,0,11,14.0,0
1519,148668053,1,4750000,31.0,20.0,6.0,12.294801271327156,7.0,0,0,0,1,2,5.0,0
1520,148668444,1,6950000,37.9,19.1,7.5,9.98173800710768,12.0,1,0,0,1,13,17.0,0
1521,148669494,1,6350000,35.0,20.0,9.5,12.780712912550754,3.0,1,0,0,1,3,12.0,0
1522,148676811,1,4900000,30.0,18.0,6.0,15.285232943642635,28.0,1,1,0,1,7,9.0,0
1523,148680566,2,12000000,71.9,40.0,12.0,8.45743455207922,5.0,1,1,0,1,4,17.0,1
1524,148681242,2,7700000,50.0,30.0,9.0,13.793105863048133,10.0,0,0,1,1,7,12.0,0
1525,148682288,1,6500000,40.0,19.7,10.0,13.185689899919767,1.0,1,0,0,1,12,22.0,0
1526,148686621,3,10000000,64.0,45.0,9.6,14.438140341900322,15.0,0,0,0,1,4,12.0,0
1527,148686733,1,6900000,37.2,19.0,7.0,14.156387181873475,14.0,1,0,1,1,2,16.0,0
1528,148689528,4,13400000,83.0,49.0,20.0,11.371792916181391,7.0,1,1,1,0,2,5.0,0
1529,148689867,2,6000000,43.8,32.0,6.0,10.302022405110462,12.0,1,1,0,1,4,5.0,0
1530,148693056,3,14100000,90.0,,,12.077278788531643,15.0,1,0,0,0,9,23.0,1
1531,148694174,3,11500000,55.0,39.0,6.0,6.896614216815274,14.0,1,1,1,1,4,5.0,0
1532,148704675,1,6350000,35.2,21.0,10.0,13.50912685543505,5.0,1,0,1,1,8,12.0,0
1533,148707665,3,7300000,57.0,43.0,7.0,14.93122302329798,10.0,1,1,0,0,1,9.0,0
1534,148707718,1,5500000,30.0,17.2,6.0,12.051284545006785,5.0,0,0,1,1,3,5.0,0
1535,148708578,3,9500000,57.0,39.0,6.0,13.917911310395755,10.0,0,0,1,1,9,9.0,0
1536,148712975,2,10700000,51.0,32.0,10.0,12.451877687050645,5.0,1,0,1,1,2,16.0,0
1537,148713059,1,6300000,31.0,18.0,6.0,12.801128584614862,7.0,1,1,1,1,6,9.0,0
1538,148713304,1,4600000,32.0,18.0,6.0,14.790468555648628,15.0,1,0,1,1,3,5.0,0
1539,148714830,1,4800000,32.4,22.0,5.3,13.919146367377893,15.0,1,0,0,1,9,9.0,0
1540,148723404,4,17000000,96.0,67.0,9.0,7.6992641148918874,5.0,1,1,1,1,8,9.0,0
1541,148723911,1,4400000,29.4,18.0,6.0,9.599837444596233,19.0,1,1,0,1,4,5.0,0
1542,148727606,3,7100000,58.0,42.0,7.0,15.813116575955902,,0,0,1,1,1,9.0,0
1543,148727950,1,6950000,38.0,19.0,7.0,12.319618750372808,18.0,1,0,0,1,2,17.0,0
1544,148734249,4,11950000,83.0,55.0,11.0,14.863906077865535,22.0,1,0,0,1,14,16.0,0
1545,148737991,2,50000000,96.6,68.6,14.0,5.830753737260722,2.0,1,1,0,0,6,26.0,0
1546,148738848,1,5600000,38.0,19.0,8.0,18.050016615935245,,0,0,1,1,9,12.0,0
1547,148743635,2,11500000,52.0,33.0,8.0,11.162867494013506,15.0,1,1,1,0,7,10.0,0
1548,148743662,3,7100000,59.0,43.0,6.0,14.461861627138237,,0,0,0,1,3,9.0,0
1549,148748228,2,5000000,42.0,28.0,6.0,12.916643415607691,,0,0,0,0,1,5.0,0
1550,148750506,2,7200000,54.0,34.0,9.5,15.21704905909768,7.0,1,0,0,1,12,17.0,0
1551,148751842,2,6750000,38.0,23.0,7.5,14.0724101587392,14.0,1,0,0,1,3,9.0,0
1552,148755031,2,6800000,51.8,30.1,8.5,12.255076412400642,25.0,1,0,0,0,1,12.0,0
1553,148756146,2,5800000,44.0,27.0,6.0,9.690054712180023,20.0,1,1,0,1,2,5.0,0
1554,148757831,1,6500000,36.0,20.0,10.0,13.50912685543505,9.0,1,0,0,1,8,12.0,0
1555,148763961,3,8390000,60.4,46.0,5.5,8.766151176821518,12.0,1,1,0,0,1,9.0,0
1556,148767706,3,8200000,60.0,40.0,6.0,11.289260836648351,5.0,1,0,0,1,2,5.0,0
1557,148770174,1,7620000,38.0,19.0,8.0,12.893162662569765,10.0,1,1,0,1,12,14.0,0
1558,148771130,3,9200000,66.0,40.0,8.5,15.736363364961443,6.0,1,0,1,1,9,14.0,0
1559,148775817,1,5000000,33.0,18.0,5.5,13.69025982845225,7.0,1,1,1,0,1,6.0,0
1560,148775926,1,13500000,51.3,20.0,13.5,9.35228143695612,,0,0,1,0,19,30.0,0
1561,148777427,2,8200000,56.0,30.0,11.0,12.297547954554023,12.0,1,1,1,0,1,5.0,0
1562,148778448,2,5900000,45.0,30.0,6.0,15.728096103728106,10.0,0,0,0,0,2,9.0,0
1563,148780082,1,4500000,34.5,18.9,8.0,11.134474805756668,7.0,1,1,1,0,1,4.0,0
1564,148780401,1,5500000,35.0,19.0,10.0,15.322396278340294,20.0,1,0,0,1,14,16.0,0
1565,148783186,3,8500000,59.0,46.0,6.5,8.843922786427001,20.0,0,0,0,1,9,9.0,0
1566,148785571,2,11900000,60.7,32.3,10.8,8.887397796800565,12.0,1,1,1,1,4,10.0,0
1567,148785985,1,5000000,33.0,18.0,7.0,13.791593384213696,5.0,0,0,1,0,3,9.0,0
1568,148791364,2,5500000,46.0,30.0,6.0,14.11474435842097,15.0,1,0,1,1,4,5.0,0
1569,148794810,1,6000000,32.9,20.3,5.1,11.664450841229977,3.0,1,0,0,1,5,5.0,0
1570,148797224,1,4300000,23.0,12.0,4.0,15.377158536405124,29.0,1,1,0,0,8,9.0,0
1571,148797341,2,10400000,68.0,36.0,12.0,17.89791453339765,10.0,0,0,1,1,10,17.0,0
1572,148797561,3,23500000,91.0,46.0,9.0,10.600962517470524,18.0,1,1,0,1,7,7.0,0
1573,148797583,2,6300000,45.5,28.7,6.5,11.558368578317191,7.0,0,0,1,1,1,9.0,0
1574,148797725,3,8200000,62.6,46.5,6.0,14.75195353335418,20.0,1,0,1,1,8,9.0,0
1575,148800266,2,10490000,51.6,31.0,8.5,7.897732834679374,5.0,1,1,1,0,1,12.0,0
1576,148800579,2,16500000,73.5,42.0,12.2,9.744816202214952,4.0,1,1,0,1,4,14.0,0
1577,148801092,3,10000000,65.0,46.5,8.0,8.997106664666926,7.0,0,0,1,1,2,16.0,0
1578,148802327,1,4000000,43.6,22.0,,11.79993439448743,20.0,1,1,0,1,20,22.0,1
1579,148804069,3,15200000,80.0,44.0,11.0,12.988263846189648,5.0,1,0,1,1,20,22.0,0
1580,148805377,2,6000000,68.4,33.0,12.0,11.79993439448743,20.0,1,1,0,1,20,22.0,1
1581,148807096,3,8300000,106.5,62.0,15.0,11.79993439448743,20.0,1,1,0,1,20,21.0,1
1582,148807387,4,8200000,62.6,46.0,6.0,14.75195353335418,10.0,1,0,1,1,8,9.0,0
1583,148807924,2,5400000,45.0,28.0,6.0,15.821290639524857,10.0,0,0,0,0,9,9.0,0
1584,148807976,4,36690000,132.0,80.9,11.6,6.4975213312675955,15.0,1,1,0,1,12,21.0,0
1585,148811225,2,5250000,45.1,30.4,5.5,12.624067157921846,12.0,0,0,1,1,5,5.0,0
1586,148815139,2,6100000,48.0,31.0,7.0,16.486720760171195,4.0,0,1,0,1,2,5.0,0
1587,148819634,3,12300000,75.0,42.0,8.0,9.76372604991544,22.0,1,1,0,1,9,14.0,0
1588,148821402,3,16995000,77.6,51.0,8.0,8.106323961039621,7.0,1,1,1,1,3,12.0,0
1589,148821891,1,5500000,32.8,17.7,7.5,14.589760397214254,18.0,1,0,1,0,2,9.0,0
1590,148823197,1,5300000,35.0,19.0,8.1,11.396264022351781,21.0,1,1,1,1,5,5.0,0
1591,148823243,2,5290000,41.0,27.0,6.0,14.330696354141795,15.0,1,0,0,0,1,5.0,0
1592,148824857,2,6500000,44.0,30.0,6.0,12.302051974607124,7.0,1,1,1,0,1,5.0,0
1593,148825056,1,6750000,39.0,20.0,8.0,8.277510677761136,5.0,0,0,0,1,9,14.0,0
1594,148825186,2,14100000,54.3,32.4,10.0,5.700799223475472,9.0,1,0,0,1,13,16.0,0
1595,148825503,3,8400000,64.0,44.5,7.5,14.380004163703346,15.0,1,0,1,1,5,9.0,0
1596,148825539,2,9500000,63.1,35.0,8.0,12.082415739220506,10.0,0,1,1,0,1,5.0,0
1597,148826568,2,6400000,46.0,28.0,6.0,13.484514345470643,11.0,1,0,1,1,3,9.0,0
1598,148827752,2,5900000,45.0,29.0,6.0,14.03215124118434,17.0,1,0,1,0,2,9.0,0
1599,148829270,4,61000000,168.0,110.0,20.0,13.583114060077449,12.0,1,1,1,1,14,19.0,0
1600,148829700,1,5500000,32.0,20.2,6.0,7.792034390071656,10.0,1,0,1,1,4,5.0,0
1601,148830216,2,6300000,44.5,30.0,6.0,10.183989693160493,4.0,1,1,0,1,5,5.0,0
1602,148832207,4,17400000,100.0,70.0,8.2,7.935554394449839,10.0,1,1,1,1,7,9.0,0
1603,148832754,1,4900000,33.2,19.3,6.8,13.342347841176899,5.0,1,0,0,0,6,9.0,0
1604,148833694,1,4800000,32.0,20.0,6.0,11.805407660613279,7.0,0,0,1,0,1,5.0,0
1605,148833748,3,7600000,56.9,37.4,6.1,13.266578816647517,13.0,1,0,1,1,2,9.0,0
1606,148842660,1,6850000,40.2,19.0,8.7,8.510762415488934,7.0,1,0,0,1,12,16.0,0
1607,148842936,3,11500000,80.0,45.0,10.0,17.699074041573837,5.0,0,0,0,0,1,17.0,0
1608,148844342,2,7900000,50.2,30.3,8.3,15.531133944185102,21.0,0,0,0,1,7,14.0,0
1609,148845613,1,5800000,38.0,17.0,10.0,18.953357030505412,15.0,0,0,0,1,4,24.0,0
1610,148850263,3,10200000,73.0,53.0,8.0,13.972251976926,10.0,1,1,1,0,1,5.0,0
1611,148850989,2,6500000,37.8,22.8,8.0,13.526667002063073,2.0,1,0,0,0,1,9.0,0
1612,148854423,2,7900000,51.0,30.3,9.7,18.529276675795437,10.0,0,0,1,1,6,17.0,0
1613,148856491,1,5500000,35.0,19.0,6.0,14.891881413073781,10.0,0,0,1,0,5,9.0,0
1614,148859728,1,4550000,35.0,19.0,6.0,14.150125346336123,20.0,1,0,0,0,9,9.0,0
1615,148860834,2,6850000,45.0,28.0,6.5,14.510881653365963,20.0,1,0,1,1,6,9.0,0
1616,148864201,4,41000000,180.0,60.0,40.0,13.728057946296184,21.0,1,1,0,1,6,7.0,0
1617,148864351,2,10000000,65.0,37.4,10.0,10.42788797426169,5.0,1,1,0,1,4,5.0,0
1618,148866494,2,5800000,37.5,22.9,7.7,7.798953666206022,5.0,0,0,0,1,4,9.0,0
1619,148870966,1,4900000,30.0,16.0,5.5,13.712206688446127,15.0,1,0,0,1,1,9.0,0
1620,148872174,4,11500000,86.0,62.6,18.0,14.43988039058978,12.0,1,0,1,1,5,9.0,0
1621,148872326,1,5600000,33.0,19.0,6.0,8.478741042305032,10.0,0,1,1,1,6,9.0,0
1622,148872353,2,8500000,61.0,30.0,11.0,19.030846212249436,15.0,0,0,1,1,15,24.0,0
1623,148875680,2,31000000,120.0,90.0,20.0,13.361279916757857,7.0,1,0,0,1,2,8.0,0
1624,148880053,3,8200000,59.7,44.0,6.0,12.574216890657214,5.0,1,0,0,1,2,5.0,0
1625,148882585,2,10900000,60.0,34.0,,12.339170046679712,9.0,1,1,0,1,5,5.0,0
1626,148884460,3,18000000,80.0,47.7,8.5,5.266504886800914,10.0,1,0,1,1,8,12.0,0
1627,148885487,4,12000000,70.5,50.2,7.1,11.205696124801767,6.0,1,0,1,0,9,16.0,0
1628,148888428,3,15300000,80.0,44.0,11.0,12.988263846189648,3.0,1,0,0,1,20,22.0,0
1629,148890621,2,6400000,45.0,36.0,8.0,9.416563603095163,13.0,1,0,0,0,1,5.0,0
1630,148890939,3,32500000,103.2,80.0,,11.981604292770578,10.0,1,1,0,0,23,35.0,0
1631,148891353,1,4000000,32.0,18.0,6.0,14.976364724830784,24.0,1,0,1,0,1,5.0,0
1632,148892920,2,6890000,54.0,33.0,9.3,14.095628297887332,,0,0,1,1,16,16.0,0
1633,148895373,3,8700000,56.7,41.4,5.5,9.971296199090924,12.0,1,1,1,1,2,9.0,0
1634,148895416,4,38000000,161.3,90.0,16.0,11.137223989714991,5.0,1,1,1,1,10,18.0,0
1635,148895431,1,5400000,38.9,20.9,8.0,9.810609521849115,15.0,1,0,0,0,3,9.0,0
1636,148902593,2,9800000,54.0,32.0,10.0,14.09762135484539,21.0,1,0,1,1,3,17.0,0
1637,148902949,1,5700000,44.0,19.5,10.0,19.084533627168902,10.0,0,0,0,1,9,24.0,0
1638,148903065,3,17500000,80.0,53.0,13.0,12.113433744864919,5.0,1,1,1,1,5,5.0,0
1639,148906516,2,9200000,52.1,31.0,10.0,14.305958769831259,14.0,1,0,1,1,8,17.0,0
1640,148907521,3,7300000,58.0,37.4,6.0,14.387890214112842,23.0,1,0,0,1,7,9.0,0
1641,148907966,2,5800000,37.0,23.0,7.5,9.146915098300877,9.0,1,0,1,1,4,9.0,0
1642,148908017,2,8995000,55.0,35.0,5.5,13.806986162887318,12.0,1,1,0,1,6,9.0,0
1643,148915829,2,5599000,40.0,27.0,7.0,14.716111886584773,20.0,1,0,1,1,12,12.0,0
1644,148917540,3,28000000,124.0,100.0,,11.042339530636966,13.0,0,1,0,1,2,10.0,1
1645,148918529,3,7200000,54.7,40.5,5.7,12.56183814961774,15.0,0,1,1,1,5,5.0,0
1646,148919562,3,12000000,74.0,45.0,9.0,12.329852353710324,9.0,1,1,0,1,2,17.0,0
1647,148921801,1,5200000,33.0,19.0,7.0,14.461861627138237,10.0,1,0,0,0,5,9.0,0
